timestamp,knee_angle,pitch,roll,yaw,label,exercise
10000,6.35,5.62,1.84,-2.68,0,Heel Raises
10200,24.95,24.43,1.72,1.76,0,Heel Raises
10400,34.49,33.87,2.2,0.48,0,Heel Raises
10600,31.11,30.47,-2.56,-0.54,0,Heel Raises
10800,15.62,15.69,0.08,-0.58,0,Heel Raises
11000,6.94,9.53,-0.84,2.3,0,Heel Raises
11200,25.13,24.26,-1.73,-1.97,0,Heel Raises
11400,33.77,33.35,4.17,-0.1,0,Heel Raises
11600,31.95,33.97,1.18,-0.6,0,Heel Raises
11800,14.21,15.22,2.4,-2.04,0,Heel Raises
12000,6.24,6.58,2.4,0.36,0,Heel Raises
12200,25.92,26.23,-4.29,-2.21,0,Heel Raises
12400,35.53,35.93,-1.61,1.12,0,Heel Raises
12600,30.83,29.31,-5.65,-0.12,0,Heel Raises
12800,13.78,15.1,0.05,0.15,0,Heel Raises
13000,7.77,8.21,-0.94,-0.14,0,Heel Raises
13200,25.9,24.64,-1.0,-0.0,0,Heel Raises
13400,33.7,33.92,1.38,0.15,0,Heel Raises
13600,30.22,30.5,1.35,-0.37,0,Heel Raises
13800,14.03,12.93,-1.27,0.55,0,Heel Raises
14000,8.27,11.41,0.22,1.24,0,Heel Raises
14200,26.22,27.31,0.82,2.55,0,Heel Raises
14400,34.46,36.34,-2.37,0.94,0,Heel Raises
14600,29.85,30.35,-0.62,-2.61,0,Heel Raises
14800,13.08,13.37,0.37,0.73,0,Heel Raises
15000,8.43,9.28,-1.5,1.12,0,Heel Raises
15200,27.02,28.54,0.02,-0.93,0,Heel Raises
15400,35.11,34.1,0.7,-0.05,0,Heel Raises
15600,28.54,27.92,-5.81,-2.01,0,Heel Raises
15800,13.31,12.47,0.21,-0.71,0,Heel Raises
16000,8.04,8.08,-1.46,-0.95,0,Heel Raises
16200,26.85,28.82,-5.23,-2.03,0,Heel Raises
16400,35.45,35.23,-1.81,-1.27,0,Heel Raises
16600,29.88,30.53,0.13,-1.32,0,Heel Raises
16800,12.28,12.53,-2.17,-0.19,0,Heel Raises
17000,9.02,9.06,-0.85,1.88,0,Heel Raises
17200,26.27,27.25,-3.5,1.72,0,Heel Raises
17400,34.68,34.36,-1.69,-0.33,0,Heel Raises
17600,28.05,27.25,-2.76,0.12,0,Heel Raises
17800,11.95,13.52,3.4,-1.67,0,Heel Raises
18000,8.81,9.54,-2.42,0.13,0,Heel Raises
18200,28.96,29.96,1.81,1.51,0,Heel Raises
18400,35.11,34.26,-0.27,-2.84,0,Heel Raises
18600,28.5,27.27,-0.33,-1.2,0,Heel Raises
18800,11.15,11.69,0.53,2.51,0,Heel Raises
19000,10.17,9.61,-2.32,-0.67,0,Heel Raises
19200,27.28,27.03,0.68,0.36,0,Heel Raises
19400,34.56,35.76,2.62,0.14,0,Heel Raises
19600,28.27,26.75,0.88,1.5,0,Heel Raises
19800,10.51,10.37,-4.79,1.82,0,Heel Raises
20000,10.12,11.02,-2.17,0.86,0,Heel Raises
20200,29.15,29.91,1.11,0.23,0,Heel Raises
20400,34.65,37.18,-4.6,-2.67,0,Heel Raises
20600,28.8,27.82,3.51,-2.26,0,Heel Raises
20800,10.92,11.81,-3.73,1.02,0,Heel Raises
21000,10.88,12.18,0.53,2.09,0,Heel Raises
21200,28.45,29.95,-0.8,1.26,0,Heel Raises
21400,34.8,33.57,0.49,-1.6,0,Heel Raises
21600,28.23,28.62,0.79,-1.8,0,Heel Raises
21800,10.33,11.57,1.32,-0.1,0,Heel Raises
22000,11.15,11.26,-0.51,-1.93,0,Heel Raises
22200,29.04,28.88,1.66,0.3,0,Heel Raises
22400,34.89,35.79,-1.77,0.38,0,Heel Raises
22600,26.48,26.15,0.43,0.69,0,Heel Raises
22800,9.65,10.53,0.16,2.72,0,Heel Raises
23000,12.99,12.0,1.43,-0.45,0,Heel Raises
23200,28.95,28.5,3.3,-2.11,0,Heel Raises
23400,34.86,35.26,1.99,1.38,0,Heel Raises
23600,25.77,25.55,1.78,1.83,0,Heel Raises
23800,8.42,8.93,-1.09,-0.48,0,Heel Raises
24000,13.11,12.07,-3.83,-1.25,0,Heel Raises
24200,29.08,27.53,-1.13,-2.7,0,Heel Raises
24400,35.56,34.06,-1.94,2.48,0,Heel Raises
24600,25.23,23.75,-1.55,-1.88,0,Heel Raises
24800,7.34,6.58,0.8,-0.01,0,Heel Raises
25000,13.64,14.04,-1.3,3.3,0,Heel Raises
25200,30.76,30.92,2.17,0.33,0,Heel Raises
25400,35.32,34.8,0.59,0.88,0,Heel Raises
25600,25.88,26.21,1.26,0.85,0,Heel Raises
25800,7.93,8.85,-0.81,-1.26,0,Heel Raises
26000,14.44,13.68,0.86,0.99,0,Heel Raises
26200,30.48,30.27,-2.0,0.68,0,Heel Raises
26400,35.14,34.23,-1.26,-0.09,0,Heel Raises
26600,25.66,24.64,3.61,-0.73,0,Heel Raises
26800,7.65,7.85,-2.14,-0.08,0,Heel Raises
27000,15.4,16.12,0.07,1.92,0,Heel Raises
27200,31.06,31.0,-2.94,-1.11,0,Heel Raises
27400,34.4,33.18,0.18,0.24,0,Heel Raises
27600,25.91,25.17,0.55,0.28,0,Heel Raises
27800,7.38,5.05,0.29,-0.6,0,Heel Raises
28000,15.83,16.62,-0.96,0.36,0,Heel Raises
28200,30.43,30.03,-1.45,-2.04,0,Heel Raises
28400,33.98,34.26,-1.92,-1.43,0,Heel Raises
28600,24.59,23.81,0.13,-2.41,0,Heel Raises
28800,5.72,4.31,-1.3,-0.95,0,Heel Raises
29000,15.08,14.98,-0.24,2.18,0,Heel Raises
29200,31.04,30.81,-0.99,1.71,0,Heel Raises
29400,34.58,35.93,1.97,-1.26,0,Heel Raises
29600,23.68,22.39,0.77,-2.87,0,Heel Raises
29800,5.36,5.49,-0.32,2.11,0,Heel Raises
30000,15.98,15.58,-1.38,0.42,0,Heel Raises
30200,31.73,32.35,-3.2,0.02,0,Heel Raises
30400,35.17,36.05,2.4,-2.33,0,Heel Raises
30600,24.86,25.77,1.51,-1.3,0,Heel Raises
30800,4.7,4.31,-0.43,-0.49,0,Heel Raises
31000,16.01,15.79,-0.71,-4.1,0,Heel Raises
31200,32.36,31.82,-0.83,0.47,0,Heel Raises
31400,34.63,35.73,-3.02,-0.21,0,Heel Raises
31600,24.98,25.08,3.71,-0.52,0,Heel Raises
31800,4.3,4.02,-0.44,0.2,0,Heel Raises
32000,16.64,17.45,-0.83,1.09,0,Heel Raises
32200,31.1,29.4,-0.36,0.34,0,Heel Raises
32400,35.58,37.4,1.26,0.15,0,Heel Raises
32600,22.73,20.46,2.5,-1.1,0,Heel Raises
32800,3.44,3.28,1.28,-1.0,0,Heel Raises
33000,18.4,17.73,0.36,-0.23,0,Heel Raises
33200,32.14,32.29,-0.64,0.04,0,Heel Raises
33400,33.05,34.09,1.31,1.32,0,Heel Raises
33600,23.96,22.2,2.41,-2.91,0,Heel Raises
33800,3.21,4.09,-0.11,-0.9,0,Heel Raises
34000,18.2,18.59,0.42,1.02,0,Heel Raises
34200,31.46,30.15,-1.08,-1.85,0,Heel Raises
34400,33.89,34.0,-0.42,-0.46,0,Heel Raises
34600,22.28,23.42,0.26,-2.12,0,Heel Raises
34800,3.13,3.14,-0.65,2.81,0,Heel Raises
35000,19.37,17.55,-1.56,0.14,0,Heel Raises
35200,33.63,32.78,2.65,1.33,0,Heel Raises
35400,33.41,34.5,2.61,0.6,0,Heel Raises
35600,21.89,21.93,-1.18,-1.88,0,Heel Raises
35800,2.4,2.9,1.88,-1.63,0,Heel Raises
36000,18.69,16.69,0.0,0.75,0,Heel Raises
36200,32.18,32.62,-4.96,0.44,0,Heel Raises
36400,34.05,33.31,-6.16,2.61,0,Heel Raises
36600,22.55,24.27,3.16,-1.07,0,Heel Raises
36800,0.98,0.52,1.46,-2.3,0,Heel Raises
37000,19.15,20.22,1.2,1.34,0,Heel Raises
37200,32.01,30.28,2.86,-2.97,0,Heel Raises
37400,34.16,34.28,-2.22,-1.72,0,Heel Raises
37600,20.62,19.03,0.52,-3.47,0,Heel Raises
37800,1.29,1.91,1.53,-2.09,0,Heel Raises
38000,18.84,19.38,0.66,0.91,0,Heel Raises
38200,32.53,32.7,4.04,0.1,0,Heel Raises
38400,33.63,34.32,-2.94,0.88,0,Heel Raises
38600,21.67,21.95,0.83,1.05,0,Heel Raises
38800,0.51,-0.13,-0.07,-0.12,0,Heel Raises
39000,19.09,18.93,1.9,0.37,0,Heel Raises
39200,33.53,34.09,-0.25,1.25,0,Heel Raises
39400,32.79,33.06,-0.32,3.65,0,Heel Raises
39600,20.62,20.92,2.76,-1.99,0,Heel Raises
39800,0.0,-0.32,-2.97,-1.49,0,Heel Raises
